Created as New Dataset,Sample 187 By YargerLab Date Saturday, October 04 2025
cm-1,A
4000.00,0.0069
3999.00,0.0069
3998.00,0.0069
3997.00,0.0069
3996.00,0.0069
3995.00,0.0069
3994.00,0.0069
3993.00,0.0069
3992.00,0.0069
3991.00,0.0069
3990.00,0.0069
3989.00,0.0069
3988.00,0.0069
3987.00,0.0068
3986.00,0.0068
3985.00,0.0068
3984.00,0.0068
3983.00,0.0069
3982.00,0.0069
3981.00,0.0069
3980.00,0.0070
3979.00,0.0070
3978.00,0.0070
3977.00,0.0070
3976.00,0.0070
3975.00,0.0070
3974.00,0.0070
3973.00,0.0070
3972.00,0.0070
3971.00,0.0070
3970.00,0.0070
3969.00,0.0070
3968.00,0.0070
3967.00,0.0071
3966.00,0.0071
3965.00,0.0071
3964.00,0.0071
3963.00,0.0071
3962.00,0.0071
3961.00,0.0071
3960.00,0.0071
3959.00,0.0070
3958.00,0.0070
3957.00,0.0070
3956.00,0.0070
3955.00,0.0070
3954.00,0.0070
3953.00,0.0071
3952.00,0.0071
3951.00,0.0071
3950.00,0.0071
3949.00,0.0071
3948.00,0.0070
3947.00,0.0070
3946.00,0.0070
3945.00,0.0070
3944.00,0.0070
3943.00,0.0070
3942.00,0.0070
3941.00,0.0070
3940.00,0.0070
3939.00,0.0070
3938.00,0.0070
3937.00,0.0070
3936.00,0.0070
3935.00,0.0070
3934.00,0.0069
3933.00,0.0069
3932.00,0.0070
3931.00,0.0070
3930.00,0.0070
3929.00,0.0070
3928.00,0.0070
3927.00,0.0070
3926.00,0.0070
3925.00,0.0070
3924.00,0.0070
3923.00,0.0071
3922.00,0.0071
3921.00,0.0071
3920.00,0.0071
3919.00,0.0071
3918.00,0.0071
3917.00,0.0071
3916.00,0.0071
3915.00,0.0071
3914.00,0.0071
3913.00,0.0070
3912.00,0.0070
3911.00,0.0070
3910.00,0.0070
3909.00,0.0070
3908.00,0.0069
3907.00,0.0069
3906.00,0.0069
3905.00,0.0069
3904.00,0.0068
3903.00,0.0068
3902.00,0.0068
3901.00,0.0068
3900.00,0.0068
3899.00,0.0068
3898.00,0.0068
3897.00,0.0068
3896.00,0.0069
3895.00,0.0069
3894.00,0.0068
3893.00,0.0068
3892.00,0.0068
3891.00,0.0068
3890.00,0.0068
3889.00,0.0068
3888.00,0.0068
3887.00,0.0067
3886.00,0.0067
3885.00,0.0068
3884.00,0.0068
3883.00,0.0068
3882.00,0.0068
3881.00,0.0068
3880.00,0.0067
3879.00,0.0067
3878.00,0.0067
3877.00,0.0067
3876.00,0.0067
3875.00,0.0067
3874.00,0.0067
3873.00,0.0067
3872.00,0.0067
3871.00,0.0067
3870.00,0.0067
3869.00,0.0067
3868.00,0.0067
3867.00,0.0067
3866.00,0.0067
3865.00,0.0067
3864.00,0.0067
3863.00,0.0067
3862.00,0.0067
3861.00,0.0067
3860.00,0.0067
3859.00,0.0067
3858.00,0.0067
3857.00,0.0068
3856.00,0.0067
3855.00,0.0067
3854.00,0.0067
3853.00,0.0067
3852.00,0.0067
3851.00,0.0067
3850.00,0.0067
3849.00,0.0067
3848.00,0.0067
3847.00,0.0067
3846.00,0.0067
3845.00,0.0067
3844.00,0.0067
3843.00,0.0066
3842.00,0.0066
3841.00,0.0066
3840.00,0.0067
3839.00,0.0067
3838.00,0.0067
3837.00,0.0067
3836.00,0.0067
3835.00,0.0067
3834.00,0.0066
3833.00,0.0066
3832.00,0.0066
3831.00,0.0066
3830.00,0.0066
3829.00,0.0066
