Created as New Dataset,Sample 652 By YargerLab Date Tuesday, June 10 2025
cm-1,A
4000.00,0.0110
3999.00,0.0110
3998.00,0.0110
3997.00,0.0110
3996.00,0.0111
3995.00,0.0110
3994.00,0.0111
3993.00,0.0111
3992.00,0.0111
3991.00,0.0111
3990.00,0.0110
3989.00,0.0110
3988.00,0.0110
3987.00,0.0111
3986.00,0.0111
3985.00,0.0111
3984.00,0.0111
3983.00,0.0111
3982.00,0.0111
3981.00,0.0110
3980.00,0.0110
3979.00,0.0110
3978.00,0.0110
3977.00,0.0110
3976.00,0.0109
3975.00,0.0109
3974.00,0.0110
3973.00,0.0110
3972.00,0.0110
3971.00,0.0110
3970.00,0.0110
3969.00,0.0110
3968.00,0.0110
3967.00,0.0110
3966.00,0.0110
3965.00,0.0110
3964.00,0.0110
3963.00,0.0110
3962.00,0.0110
3961.00,0.0111
3960.00,0.0111
3959.00,0.0111
3958.00,0.0111
3957.00,0.0111
3956.00,0.0111
3955.00,0.0110
3954.00,0.0110
3953.00,0.0110
3952.00,0.0110
3951.00,0.0110
3950.00,0.0110
3949.00,0.0110
3948.00,0.0110
3947.00,0.0110
3946.00,0.0110
3945.00,0.0110
3944.00,0.0110
3943.00,0.0110
3942.00,0.0110
3941.00,0.0110
3940.00,0.0110
3939.00,0.0110
3938.00,0.0110
3937.00,0.0110
3936.00,0.0110
3935.00,0.0110
3934.00,0.0111
3933.00,0.0111
3932.00,0.0110
3931.00,0.0110
3930.00,0.0109
3929.00,0.0109
3928.00,0.0109
3927.00,0.0109
3926.00,0.0109
3925.00,0.0109
3924.00,0.0109
3923.00,0.0109
3922.00,0.0109
3921.00,0.0109
3920.00,0.0109
3919.00,0.0109
3918.00,0.0109
3917.00,0.0108
3916.00,0.0108
3915.00,0.0108
3914.00,0.0108
3913.00,0.0109
3912.00,0.0109
3911.00,0.0109
3910.00,0.0109
3909.00,0.0109
3908.00,0.0109
3907.00,0.0109
3906.00,0.0109
3905.00,0.0109
3904.00,0.0110
3903.00,0.0110
3902.00,0.0110
3901.00,0.0110
3900.00,0.0110
3899.00,0.0110
3898.00,0.0110
3897.00,0.0111
3896.00,0.0111
3895.00,0.0110
3894.00,0.0110
3893.00,0.0109
3892.00,0.0108
3891.00,0.0108
3890.00,0.0108
3889.00,0.0108
3888.00,0.0109
3887.00,0.0109
3886.00,0.0108
3885.00,0.0108
3884.00,0.0108
3883.00,0.0108
3882.00,0.0108
3881.00,0.0108
3880.00,0.0107
3879.00,0.0107
3878.00,0.0107
3877.00,0.0108
3876.00,0.0108
3875.00,0.0108
3874.00,0.0108
3873.00,0.0108
3872.00,0.0108
3871.00,0.0108
3870.00,0.0108
3869.00,0.0108
3868.00,0.0108
3867.00,0.0108
3866.00,0.0109
3865.00,0.0109
3864.00,0.0109
3863.00,0.0108
3862.00,0.0108
3861.00,0.0107
3860.00,0.0107
3859.00,0.0107
3858.00,0.0107
3857.00,0.0107
3856.00,0.0107
3855.00,0.0107
3854.00,0.0106
3853.00,0.0106
3852.00,0.0106
3851.00,0.0106
3850.00,0.0106
3849.00,0.0107
3848.00,0.0107
3847.00,0.0107
3846.00,0.0108
3845.00,0.0108
3844.00,0.0108
3843.00,0.0108
3842.00,0.0108
3841.00,0.0108
3840.00,0.0107
3839.00,0.0107
3838.00,0.0107
3837.00,0.0107
3836.00,0.0107
3835.00,0.0107
3834.00,0.0107
3833.00,0.0107
3832.00,0.0107
3831.00,0.0106
3830.00,0.0106
3829.00,0.0106
3828.00,0.0106
3827.00,0.0106
3826.00,0.0106
3825.00,0.0106
3824.00,0.0106
3823.00,0.0106
3822.00,0.0106
3821.00,0.0106
3820.00,0.0106
3819.00,0.0105
3818.00,0.0105
3817.00,0.0105
3816.00,0.0105
3815.00,0.0105
3814.00,0.0105
3813.00,0.0105
3812.00,0.0105
3811.00,0.0106
3810.00,0.0106
3809.00,0.0106
3808.00,0.0106
3807.00,0.0106
3806.00,0.0106
3805.00,0.0106
3804.00,0.0106
3803.00,0.0106
3802.00,0.0106
3801.00,0.0106
3800.00,0.0106
3799.00,0.0106
3798.00,0.0106
3797.00,0.0106
3796.00,0.0106
3795.00,0.0105
3794.00,0.0105
3793.00,0.0105
3792.00,0.0106
3791.00,0.0106
3790.00,0.0105
3789.00,0.0105
3788.00,0.0105
3787.00,0.0105
3786.00,0.0104
3785.00,0.0104
3784.00,0.0104
3783.00,0.0104
3782.00,0.0105
3781.00,0.0105
3780.00,0.0105
3779.00,0.0105
3778.00,0.0105
3777.00,0.0105
3776.00,0.0104
3775.00,0.0104
3774.00,0.0105
3773.00,0.0105
3772.00,0.0106
3771.00,0.0106
3770.00,0.0106
3769.00,0.0105
3768.00,0.0105
3767.00,0.0105
3766.00,0.0105
3765.00,0.0105
3764.00,0.0105
3763.00,0.0105
3762.00,0.0105
3761.00,0.0105
3760.00,0.0105
3759.00,0.0105
3758.00,0.0105
3757.00,0.0105
3756.00,0.0104
3755.00,0.0104
3754.00,0.0104
3753.00,0.0104
3752.00,0.0104
3751.00,0.0104
3750.00,0.0104
3749.00,0.0105
3748.00,0.0105
3747.00,0.0105
3746.00,0.0105
3745.00,0.0105
3744.00,0.0105
3743.00,0.0105
3742.00,0.0104
3741.00,0.0104
3740.00,0.0104
3739.00,0.0104
3738.00,0.0104
3737.00,0.0104
3736.00,0.0105
3735.00,0.0105
3734.00,0.0105
3733.00,0.0105
3732.00,0.0104
3731.00,0.0104
3730.00,0.0104
3729.00,0.0105
3728.00,0.0105
3727.00,0.0105
3726.00,0.0104
3725.00,0.0104
3724.00,0.0104
3723.00,0.0103
3722.00,0.0103
3721.00,0.0103
3720.00,0.0103
3719.00,0.0103
3718.00,0.0103
3717.00,0.0103
3716.00,0.0103
3715.00,0.0103
3714.00,0.0103
3713.00,0.0103
3712.00,0.0103
3711.00,0.0103
3710.00,0.0102
3709.00,0.0102
3708.00,0.0102
3707.00,0.0102
3706.00,0.0102
3705.00,0.0102
3704.00,0.0102
3703.00,0.0102
3702.00,0.0102
3701.00,0.0102
3700.00,0.0102
3699.00,0.0102
3698.00,0.0102
3697.00,0.0102
3696.00,0.0102
3695.00,0.0102
3694.00,0.0102
3693.00,0.0102
3692.00,0.0102
3691.00,0.0102
3690.00,0.0101
3689.00,0.0101
3688.00,0.0101
3687.00,0.0101
3686.00,0.0101
3685.00,0.0102
3684.00,0.0102
3683.00,0.0102
3682.00,0.0102
3681.00,0.0103
3680.00,0.0103
3679.00,0.0104
3678.00,0.0104
3677.00,0.0105
3676.00,0.0105
3675.00,0.0105
3674.00,0.0105
3673.00,0.0104
3672.00,0.0104
3671.00,0.0104
3670.00,0.0104
3669.00,0.0104
3668.00,0.0105
3667.00,0.0105
3666.00,0.0105
3665.00,0.0106
3664.00,0.0106
3663.00,0.0106
3662.00,0.0106
3661.00,0.0106
3660.00,0.0106
3659.00,0.0107
3658.00,0.0107
3657.00,0.0107
3656.00,0.0108
3655.00,0.0108
3654.00,0.0109
3653.00,0.0109
3652.00,0.0109
3651.00,0.0109
3650.00,0.0109
3649.00,0.0109
3648.00,0.0109
3647.00,0.0110
3646.00,0.0109
3645.00,0.0109
3644.00,0.0109
3643.00,0.0109
3642.00,0.0109
3641.00,0.0110
3640.00,0.0111
3639.00,0.0111
3638.00,0.0111
3637.00,0.0112
3636.00,0.0112
3635.00,0.0113
3634.00,0.0113
3633.00,0.0113
3632.00,0.0114
3631.00,0.0114
3630.00,0.0115
3629.00,0.0116
3628.00,0.0116
3627.00,0.0117
3626.00,0.0117
3625.00,0.0117
3624.00,0.0117
3623.00,0.0117
3622.00,0.0117
3621.00,0.0118
3620.00,0.0118
3619.00,0.0118
3618.00,0.0119
3617.00,0.0119
3616.00,0.0120
3615.00,0.0120
3614.00,0.0120
3613.00,0.0121
3612.00,0.0121
3611.00,0.0122
3610.00,0.0123
3609.00,0.0124
3608.00,0.0124
3607.00,0.0125
3606.00,0.0125
3605.00,0.0126
3604.00,0.0126
3603.00,0.0127
3602.00,0.0127
3601.00,0.0128
3600.00,0.0128
3599.00,0.0129
3598.00,0.0129
3597.00,0.0130
3596.00,0.0131
3595.00,0.0131
3594.00,0.0132
3593.00,0.0132
3592.00,0.0133
3591.00,0.0133
3590.00,0.0134
3589.00,0.0135
3588.00,0.0136
3587.00,0.0137
3586.00,0.0137
3585.00,0.0138
3584.00,0.0139
3583.00,0.0139
3582.00,0.0140
3581.00,0.0140
3580.00,0.0139
3579.00,0.0139
3578.00,0.0139
3577.00,0.0140
3576.00,0.0141
3575.00,0.0142
3574.00,0.0143
3573.00,0.0144
3572.00,0.0144
3571.00,0.0145
3570.00,0.0146
3569.00,0.0148
3568.00,0.0149
3567.00,0.0150
3566.00,0.0150
3565.00,0.0151
3564.00,0.0151
3563.00,0.0152
3562.00,0.0152
3561.00,0.0153
3560.00,0.0153
3559.00,0.0153
3558.00,0.0154
3557.00,0.0155
3556.00,0.0155
3555.00,0.0156
3554.00,0.0156
3553.00,0.0157
3552.00,0.0158
3551.00,0.0158
3550.00,0.0159
3549.00,0.0160
3548.00,0.0161
3547.00,0.0162
3546.00,0.0163
3545.00,0.0164
3544.00,0.0165
3543.00,0.0165
3542.00,0.0166
3541.00,0.0166
3540.00,0.0167
3539.00,0.0168
3538.00,0.0168
3537.00,0.0169
3536.00,0.0169
3535.00,0.0170
3534.00,0.0170
3533.00,0.0171
3532.00,0.0172
3531.00,0.0173
3530.00,0.0174
3529.00,0.0175
3528.00,0.0176
